page,column,column_page,column_page_end,guessed,title,bold_ratio,first_line
197,right,378,378,0,АЛЕКСАНДРО-НЕВСКАЯ ЛЕТОПИСЬ,0.834,АЛЕКСАНДРО-НЕВСКАЯ ЛЕТОПНИСЬ
197,right,378,378,0,АЛЕКСАНДРОПОЛЬСКИЙ ДОГОВОР 1920,0.834,АЛЕКСАНДРОПОЛЬСКИЙ ДогГоОВоОР 1920
197,right,378,379,0,"АЛЕКСЕЕВ, Василий Михайлович",0.789,"АЛЕКСЕЕВ, Василий Михайлович _"
198,left,379,379,0,"АЛЕКСЕЕВ, Василий Петрович (",0.789,"АЛЕКСЕЕВ, Василий Петрович ("
198,right,380,380,0,"АЛЕКСЕЕВ, Николай Александрович (",0.791,"АЛЕКСЕЕВ, Николай Александрович ("
198,right,380,381,0,"АЛЕКСЕЕВ, Петр Алексеевич",0.794,"АЛЕКСЕЕВ, Петр Алексеевич"
198,left,379,379,0,"АЛЕКСЁЕВ, КЕвгений Иванович",0.8,"АЛЕКСЁЕВ, КЕвгений Иванович"
198,left,379,380,0,"АЛЕКСЕЕВ, Михаил Васильевич",0.793,"АЛЕКСЕЕВ, Михаил Васильевич"
199,left,381,382,0,АЛЕКСЕЕВСКИЙ РАВЕЛИН,0.831,АЛЕКСВЕВСКИЙ РАВЕЛИН
199,right,382,382,0,АЛЕКСЁЙ,0.824,АЛЕКСЕЙ
199,right,382,383,0,АЛЕКСЁЙ 1 КОМНИН /,0.829,АЛЕКСЁЙ 1 КОМНИН /
199,right,382,382,0,АЛЕКСЕЁЕВСКОЕ ПОСЕЛЁНИЕ,0.809,АЛЕКСЕЁЕВСКОЕ ПОСЕЛЁНИЕ
200,left,383,383,0,АЛЕКСЕЙ ВРАНА,0.833,АЛЕКСЁЕЙ ВРАНА
200,left,383,384,0,АЛЕКСЕЙ — МИХАЙЛОВИЧ,0.833,АЛЕКСЕЙ — МИХАЙЛОВИЧ
200,right,384,384,0,АЛЕКСЕЙ ПЕТРОВИЧ,0.843,АЛЕКСЕЙ ПЕТРОВИЧ
200,right,384,385,0,АЛЁКСИНЧКИИ‚ Григорий Алексеевич _,0.785,АЛЁКСИНЧКИИ‚ Григорий Алексеевич _
201,left,385,385,0,АЛЕМАННСКАЯ ПРАВДА,0.838,АЛЕМАННСКАЯ ПРАВДА
201,left,385,385,0,АЛЕМАННЫ,0.846,АЛЕМАННЫ
201,left,385,385,0,АЛЕНА,0.833,АЛЕНА
201,left,385,386,0,АЛЕССАНДРИ ПАЛЬМА,0.833,АЛЕССАНДРИ ПАЛЬМА
201,right,386,386,0,АЛЕУТЫ,0.831,АЛЕУТЫ
201,right,386,401,0,АЛЖИР,0.832,АЛЖИР
201,left,385,385,0,АЛЕППО,0.834,АЛЁППО
208,right,,,1,АЛЖИР (,0.833,АЛЖИР (
209,left,401,402,0,АЛЖИРСКАЯ КОММУНИСТИЧЕСКАЯ ПАРТИЯ,0.839,АЛЖИРСКАЯ КОММУНИСТИЧЕСКАЯ ПАРТИЯ
209,right,402,402,0,АЛЖИРСКИЙ СТАТУТ 1947,0.823,АЛЖИРСКИЙ СТАТУТ 1947 -
209,right,402,403,0,АЛИ,0.838,АЛИ
210,left,403,403,0,АЛИ,0.838,АЛИ
210,left,403,403,0,АЛИАБАД,0.825,АЛИАБАД
210,left,403,403,0,АЛИ АЗЕРИ,0.823,"АЛИ АЗЕРИ,"
210,left,403,404,0,АЛИАТТ,0.837,АЛИАТТ
210,right,404,404,0,АЛИ-БЕЙ,0.836,АЛИ-БЕЙ
210,right,404,404,0,АЛИДЫ,0.839,АЛИДЫ
210,right,404,404,0,АЛИ-ЗАДЕ,0.819,А”ЧИ'ЗАДЁэ
210,right,404,404,0,АЛИКАНТЕ,0.835,АЛИКАНТЕ
210,right,404,405,0,АЛИКАТА,0.83,АЛИКАТА
210,right,404,404,0,АЛИ-ИЛАХИ,0.803,АЛИ-ИЛАХИ
211,left,405,405,0,АЛИМЕНТАЦИЯ,0.846,АЛИМЕНТАЦИЯ
211,left,405,405,0,АЛИ МУХАММЕД,0.831,АЛИ МУХАММЕД
211,left,405,405,0,АЛИ-ПАША,0.851,АЛИ-ПАША
211,left,405,406,0,"АЛИ-ПАША — ТЕПЕЛЕНСКИЙ, Али-паша",0.825,"АЛИ-ПАША — ТЕПЕЛЕНСКИЙ, Али-паша"
211,right,406,406,0,АЛИ СУАВИ,0.836,АЛИ СУАВИ
211,right,406,406,0,АЛИ ХАДЖИ БИН АХМАД,0.836,АЛИ ХАДЖИ БИН АХМАД
211,right,406,407,0,АЛИШАН,0.855,"АЛИШАН,"
211,left,405,405,0,АЛИ МОХАММЕД,0.833,АЛИ МОХАММЕД
211,right,406,406,0,АЛИНИН,0.825,‚АЛИНИН
212,left,407,407,0,АЛИШАР-ХЁЮК,0.846,АЛИШАР-ХЕЮК
212,right,408,408,0,АЛКМЕОНИДЫ,0.841,АЛКМЕОНИДЫ
212,right,408,408,0,АЛКУИН,0.836,"АЛКУИВН,"
212,right,408,408,0,АЛЛАВЕРДИ-ХАН,0.836,АЛЛАВЕРДИ-ХАН
212,right,408,409,0,АЛЛАХАБАД,0.798,"АЛЛАХАБАД,"
212,left,407,407,0,АЛКИВИАД,0.817,АЛКИВИАД
212,left,407,408,0,АЛКИО,0.81,КАЛКИО і
212,right,408,408,0,АЛЛАХ,0.795,АЛЛАХ
213,left,409,409,0,АЛЛЕМАН,0.828,АЛЛЕМАН
213,left,409,409,0,АЛЛЕМАНИСТЫ,0.838,АЛЛЕМАНИСТЫ
213,left,409,409,0,АЛЛЕН,0.833,АЛЛЕН
213,left,409,410,0,АЛЛЕНБИ,0.835,АЛЛЕНБИ
213,right,410,410,0,АЛЛИЛЕНГИИЙ,0.842,АЛЛИЛЕНГИЙ
213,right,410,410,0,АЛЛИЛУЕВ,0.824,"АЛЛИЛЧУ ЕВ,"
213,right,410,410,0,АЛЛИЯ,0.836,АЛЛИЯ
213,right,410,410,0,АЛЛОБРОГИ,0.84,АЛЛОБРОГИ
213,right,410,412,0,АЛЛОД,0.819,АЛЛОД
214,right,412,413,0,АЛМЕЙДА,0.827,АЛМЕЙДА
214,right,412,412,0,АЛМА-АТА,0.806,АЛМА-АТА
215,left,413,413,0,АЛОА,0.828,АЛОа
215,left,413,414,0,АЛОЙ И БЕЛОЙ РОЗЫ ВОЙНЫ,0.832,`АЛОЙ И БЕЛОЙ РОЗЫ ВОЙНЫ
216,left,415,415,0,АЛП-АРСЛАН,0.838,"АЛП-АРСЛАН,"
216,left,415,415,0,АЛИ-ТЕГИН,0.843,АЛП-ТЕГИН
216,right,416,416,0,АЛТАЙЦЫ,0.85,АЛТАЙЦЫ
216,right,416,416,0,"«АЛТАН ТОБЧИ»,",0.84,"«АЛТАН ТОБЧИ»,"
216,left,415,415,0,АЛОМПРА,0.843,АЛОМПРА
216,left,415,415,0,«АЛПАМЫШ»,0.834,«АЛПАМЫШ»
216,left,415,415,0,АЛТАЙ-КИЖЙ,0.836,АЛТАЙ-КИЖИ —
216,right,416,416,0,АЛТАН-ХАН,0.829,АЛТАН-ХАН
217,left,417,417,0,АЛТАН-ХАНЫ,0.84,АЛТАН-ХАНЫ
217,left,417,417,0,"АЛТЕКАР, Анант Садашив",0.801,"АЛТЕКАР, Анант Садашив"
217,left,417,417,0,АЛТУНТАШ,0.838,АЛТУНТАШ
217,left,417,417,0,АЛТЫНСАРИН,0.841,"АЛТЫНСАРИН,"
217,left,417,417,0,АЛТЫРЦЫ,0.843,АЛТЫРЦЫ
217,left,417,417,0,АЛТЫСАРЦЫ,0.835,АЛТЫСАРЦЫ
217,right,418,418,0,АЛЧЕДАР,0.831,АЛЧЕДАР
217,right,418,418,0,АЛЬБА,0.833,АЛЬБА
217,right,418,418,0,АЛЬБА-ЛОНГА,0.834,АЛЬБА-ЛОНГА
217,right,418,419,0,АЛЬБЁР.,0.804,АЛЬБЁР.
218,left,419,419,0,АЛЬБЁРДИ,0.837,АЛЬБЁРДИ
218,right,420,420,0,АЛЬБЕРТ 1,0.833,АЛЬБЕРТ 1
218,right,420,421,0,АЛЬБЕРТИНСКИЙ СТАТУТ,0.846,"АЛЬБЕРТИНСКИЙ СТАТУТ,"
218,left,419,420,0,АЛЬБЕРОНИ,0.829,‚АЛЬБЕРОНИ
218,right,420,420,0,АЛЬБЕРТ Австрийский,0.792,АЛЬБЕРТ Австрийский
218,right,420,420,0,АЛЬБЁРТ Великий _,0.798,АЛЬБЁРТ Великий _
218,right,420,420,0,АЛЬБЕРТИНИ.,0.824,АЛЬБЕРТИНИ.
219,right,422,423,0,АЛЬБИГОЙЦЫ,0.85,АЛЬБИГОЙЦЫ
219,left,421,422,0,АЛЬБИГОЙСКИЕ ВОЙНЫ,0.811,АЛЬБИГОЙСКИЕ ВОЙНЫ
220,left,423,423,0,АЛЬБИОН,0.844,АЛЬБНОН
220,left,423,423,0,АЛЬБИЦЦИ,0.851,АЛЬБИЦЦИ
220,left,423,423,0,АЛЬБОЙН,0.837,"АЛЬБСОЙН,"
220,left,423,423,0,АЛЬБОРНОС,0.81,"АЛЬБОРНОС,"
220,left,423,423,0,АЛЬБРЕХТ,0.804,АЛЬБРЕХТ
220,right,424,424,0,АЛЬБРЕХТ. В Германип:,0.788,АЛЬБРЕХТ. В Германип:
220,right,424,424,0,АЛЬБРЕХТ. В Пруссии: _,0.785,АЛЬБРЕХТ. В Пруссии: _
220,right,424,424,0,АЛЬБРЕХТ,0.817,АЛЬБРЕХТ.
220,right,424,424,0,"АЛЬВАРАДО (А1уагайо), Псдро де_",0.767,"АЛЬВАРАДО (А1уагайо), Псдро де_"
220,right,424,424,0,"АЛЬВАРЕС, Херонимо Арниедо",0.769,"`АЛЬВАРЕС (Ахагех), Херонпимо Арниедо"
220,left,423,423,0,АЛЬБРЕХТ. В Баварии:,0.789,АЛЬБРЕХТ. В Баварии:
220,left,423,424,0,АЛЬБРЕХТ. В Брапденбурге:,0.775,‚АЛЬБРЕХТ. В Брапденбурге:
220,left,423,423,0,АЛЬБИС,0.828,АЛЬБИС
220,right,424,424,0,АЛЬБРЕХТ. В М екленбурге:,0.784,АЛЬБРЕХТ. В М екленбурге:
221,left,425,425,0,АЛЬВАРЕС ДЕ КАСТРО,0.822,АЛЬВАРЕС ДЕ КАСТРО
221,left,425,425,0,АЛЬВЕАР,0.827,АЛЬВЕАР
221,left,425,426,0,АЛЬГАМБРА,0.833,АЛЬГАМЕБРА
221,right,426,426,0,АЛЬДИИ,0.829,АЛЬДИИ
221,right,426,426,0,АЛЬЖУБАРРОТА,0.817,"АЛЬЖУБАРРОТА, А"
221,right,426,427,0,АЛЬКАБАЛА,0.816,АЛЬКАБАЛА
221,right,426,426,0,АЛЬД МАНУЦИЙИ,0.829,АЛЬД МАНУЦИИ
221,left,425,425,0,АЛЬВЕНСЛЕБЕНА КОНВЁНЦИЯ 1863 -,0.82,АЛЬВЕНСЛЕБЕНА КОНВЁНЦИЯ 1863 -
221,left,425,425,0,АЛЬВАРЕС ДЕЛЬ ВАЙО,0.79,‚`АЛЬВАРЕС ДЕЛЬ ВАЛО 5 ° (\ УЛ Т А ОЛлА\ О
222,left,427,427,0,АЛЬКАЛА ГАЛЬЯНО,0.851,АЛЬКАЛА ГАЛЬЯНО
222,left,427,427,0,АЛЬКАЛА САМОРА-И-ТОРРЕС(.,0.809,АЛЬКАЛА САМОРА-И-ТОРРЕС(.
222,left,427,427,0,АЛЬКАЛЬД,0.83,АЛЬКАЛЬД
222,left,427,427,0,АЛЬКАНТАРА,0.835,АЛЬКАНТАРА
222,left,427,427,0,АЛЬКАСАР,0.823,АЛЬКАСАР
222,left,427,427,0,АЛЬКАСАРКИВИР,0.836,АЛЬКАСАРКИВИР
222,left,427,427,0,АЛЬКОЛЕА,0.829,АЛЬКОЛЕА
222,right,428,429,0,АЛЬМЕНДА,0.829,АЛЬМЕНДА
222,right,428,428,0,АЛЬМАГРО,0.833,АЛЬМАГРО
222,right,428,428,0,АЛЬМА,0.838,АЛЬМА
223,left,429,431,0,АЛЬМОРАВИДЫ,0.84,АЛЬМОРАВИДЫ
224,left,431,432,0,АЛЬМОХАДЫ,0.839,АЛЬМОХАДЫ
224,right,432,433,0,АЛЬПЕРА ПЕЩЕРА,0.846,АЛЬПЕРА ПЕЩЕРА
224,right,432,432,0,АЛЬПАРИ,0.832,АЛЬПАРИ
225,left,433,433,0,АЛЬТАМИРА,0.836,АЛЬТАМИРА
225,right,434,434,0,АЛЬТМАРКСКОЕ ПЕРЕМИРИЕ,0.837,АЛЬТМАРКСКОЕ ПЕРЕМИРИЕ
225,right,434,435,0,АЛЬТРАНШТАДТСКИЙ МИР,0.84,АЛЬТРАНШТАДТСКИЙ МИР
225,right,434,434,0,АЛЬТИНГ,0.841,АЛЬТИНГ
225,left,433,434,0,АЛЬТАМИРА-И-КРЕВЕА,0.825,АЛЬТАМИРА-И-КРЕВЕА
226,left,435,435,0,АЛЬТФАТЕР,0.838,"АЛЬТФАТЕР,"
226,left,435,435,0,АЛЬФАН,0.845,АЛЬФАН
226,left,435,435,0,АЛЬТУЗИЙ,0.838,АЛЬТУЗИЙ
226,left,435,436,0,АЛЬФЁЛЬДСКОЕ ДВИЖЕНИЕ 1868,0.83,АЛЬФЁЛЬДСКОЕ ДВИЖЕНИЕ 1868
226,right,436,437,0,АЛЬФбОНС .,0.845,АЛЬФбОНС .
227,right,438,438,0,АЛЬФОНС XII,0.855,АЛЬФОНС ХИ
227,right,438,438,0,АЛЬФОНС,0.852,АЛЬФОНС
227,right,438,438,0,АЛЬФРЕД Великий,0.788,АЛЬФРЕД Великий «` з/› %7 СОЭ КУКУ\ ВОИ А —.
227,right,438,439,0,АЛЬХЕСИРАССКАЯ КОНФЕРЕНЦИЯ 1906 -,0.835,АЛЬХЕСИРАССКАЯ КОНФЕРЕНЦИЯ 1906 -
228,left,439,440,0,АЛЬЯНСАС ОВРЕРАС,0.833,АЛЬЯНСАС ОБРЕРАС
228,right,440,442,0,АЛЯСКА,0.818,АЛЯСКА
228,left,439,439,0,АЛЬЯНС СОЦИАЛИСТИЧЕСКОЙ ДЕМОКРАТИИ,0.817,` АЛЬЯНС СОЦИАЛИСТИЧЕСКОЙ ДЕМОКРАТИИ-
229,right,442,442,0,АМАДЁЙ САВОЙСКИЙ,0.831,АМАДЁЙ САВОЙСКИЙ
229,right,442,442,0,АМАЗУЛУ,0.795,АМАЗУЛУ
229,right,442,442,0,АМАКОСА,0.81,АМАКОСА
229,right,442,442,0,"АМАЛАСУНТА, А маласвинта",0.797,"АМАЛАСУНТА, А маласвинта"
230,left,443,443,0,АМАЛЕКИТЯНЕ,0.847,АМАЛЕКИТЯНЕ
230,left,443,444,0,АМАЛЬФИ,0.835,АМАЛЬФИ
230,right,444,444,0,АМАНАТ,0.834,АМАНАТ
230,right,444,444,0,АМАНГЕЛЬДЫ ИМАНОВ,0.841,АМАНГЕЛЬДЫ ИМАНОВ
230,right,444,445,0,АМАНГКУРАТ,0.829,АМАНГКУРАТ
230,left,443,443,0,«АМАЛЬГАМА»,0.803,— «АМАЛЬГАМА»:
231,left,445,445,0,АМАНУЛЛА-ХАН,0.83,АМАНУЛЛА-ХАН
231,right,446,446,0,АМАРНА,0.842,"АМАРНА,"
231,right,446,446,0,АМАСВАЗИ,0.82,АМАСВАЗИ
231,right,446,446,0,АМАСИЯ,0.836,АМАСИЯ
231,right,446,446,0,АМАСТРИДА,0.833,"АМАСТРИДА,"
231,right,446,447,0,АМАТЭРАСУ,0.833,"АМАТЭРАСУ,"
231,right,446,446,0,АМАСИС,0.809,АМАСИС
231,left,445,445,0,АМАН-КУТАН -,0.827,АМАН-КУТАН -
231,left,445,446,0,АМАРИ,0.834,‚АМАРИ
232,left,447,447,0,АМБРОЗИАНСКАЯ — РЕСПУБЛИКА —,0.831,АМБРОЗИАНСКАЯ — РЕСПУБЛИКА —
232,left,447,447,0,АМВРОСИЙ,0.833,АМВРОСИЙ
232,left,447,448,0,АМЕНДОЛА,0.823,АМЕНДОЛА
232,right,448,448,0,АМЕНДОЛА,0.829,АМЕНДОЛА
232,right,448,448,0,АМЕНЕМХЕЁТ,0.824,АМЕНЕМХЕТ —
232,right,448,448,0,АМЁНОФИС,0.833,АМЕНОФИС
232,right,448,449,0,АМЕНХОТЕП,0.837,АМЕНХОТЕП
232,left,447,447,0,АМГЭ |,0.806,АМГЭ |
233,left,449,449,0,АМЕРИГО ВЕСПУЧЧИ,0.835,АМЕРИГО ВЕСПУЧЧИ
233,left,449,449,0,АМЕРИКА,0.826,АМЕРИКА
233,left,449,449,0,«АМЕРИКАН СТЕЙТ ПЕЙПЕРС»,0.833,«АМЕРИКАН СТЕЙТ НЕИЙНЕРС»
233,left,449,449,0,АМЕРИКАНО-АНГЛИЙСКАЯ ВОЙНА 1812—14,0.833,АМЕРИКАНО-АНГЛИИСКАЯ ВОЙНА 1812—14-
233,left,449,450,0,АМЕРИКАНО-ДАТСКИЙ ДОГОВОР 1916,0.827,АМЕРИКАНО-ДАТСКИЙ ДОГОВОР 1916 -
233,right,450,450,0,"АМЕРИКАНО-ИРАНСКИЕ ДОГОВОРЫ И СОГЛА-ШЕНИЯ 1856, 1943, 1947, 1955, 1959",0.809,"` АМЕРИКАНО-ИРАНСКИЕ ДОГОВОРЫ И СсОГЛА- ШЁНИЯ 1856, 1943, 1947, 1955, 1959. Договор"
233,right,450,450,0,АМЕРИКАНО-ИСПАНСКАЯ ВОЙНА 1898,0.833,АМЕРИКАНО-ИСПАНСКАЯ ВОЙНА 1898 -
233,right,450,451,0,АМЕРИКАНО-ИСПАНСКИЕ СОГЛАШЕНИЯ 1953,0.832,АМЕРИКАНО-ИСПАНСКИЕ СОГЛАШЕНИЯ 1953—
234,left,451,451,0,АМЕРИКАНО-ИТАЛЬЯНСКИЙ ДОГОВОР 1948,0.837,АМЕРИКАНО-ИТАЛЬЯНСКИЙ — ДОГОВОР — 1948
234,left,451,452,0,АМЕРИКАНО-КИТАЙСКИЙ ДОГОВОР 1946,0.835,АМЕРИКАНО-КИТАЙСКИЙ — ДОГОВОР — 1946
234,right,452,452,0,АМЕРИКАНО-КОРЁЙСКИЙ — ДОГОВОР 1882,0.836,АМЕРИКАНО-КОРЁЙСКИЙ — ДОГОВОР 1882
234,right,452,452,0,АМЕРИКАНО-ЛИВИИЙСКОЕ СОГЛАШЕНИЕ 1954,0.835,АМЕРИКАНО-ЛИВИИЙСКОЕ СОГЛАШЁНИЕ 1954-
234,right,452,453,0,АМЕРИКАНО-МЕКСИКАНСКАЯ ВОЙНА 1846—1848,0.801,‚ АМЕРИКАНО-МЕКСИКАНСКАЯ ВОЙНА 1846— 1848 — захватнич. война США против Мексики. С момен-
235,right,454,455,0,"АМЕРИКАНО-ПАКИСТАНСКИЕ ДОГОВОРЫ И СОГЛАШЕНИЯ 1951, 1954, 1959",0.815,"‚ АМЕРИКАНО-ПАКИСТАНСКИЕ ДОГОВОРЫ И СОГЛАШЕНИЯ 1951, 1954, 1959 — предоставили США"
236,left,455,456,0,АМЕРИКАНО-ПАНАМСКИЕ ДОГОВОРЫ,0.838,АМЕРИКАНО-ПАНАМСКИЕ ДОГОВОРЫ
236,right,456,456,0,АМЕРИКАНО-САУДОВСКОЕ СОГЛАШЕНИЕ 1951,0.828,АМЕРИКАНО-САУДОВСКОЕ СОГЛАШЕНИЕ 1951
236,right,456,456,0,АМЕРИКАНО-СОВЕТСКИЙ ПРОФСОЮЗНЫЙ КОМИТЕТ,0.81,АМЕРИКАНО-СОВЕТСКИЙ ПРОФСОЮЗНЬ!Й КоО- МИТЕТ—-создан как орган сотрудничества «профсоюзов
236,right,456,456,0,АМЕРИКАНО-СОВЕТСКОЕ СОГЛАШЕНИЕ 1942,0.832,АМЕРИКАНО-СОВЕТСКОЕ СОГЛАШЕНИЕ 1942 .
236,right,456,457,0,АМЕРИНАНО-.ТАИЛАНДСНИЕ СОГЛАШЕНИЯ 1950,0.815,АМЕРИНАНО-.ТАИЛАНДСНИЕ СОГЛАШЕНИЯ 1950. Соглашение Об экономическом
237,left,457,457,0,"АМЕРИКАНО-ТУРЁЦКИЕ СОГЛАШЁНИЯ 1947, 1948, 1949, 1955, 1959",0.796,"‚° АМЕРИКАНО-ТУРЁЦКИЕ — СОГЛАШЁНИЯ 1947, 1948, 1949, 1955, 1959. Направлены на укреиление нози-"
237,left,457,459,0,АМЕРИКАНО-ФИЛИППИИНСКАЯ ВОЙНА 1899—1901,0.81,"АМЕРИКАНО-ФИЛИППИИНСКАЯ ВОЙНА 1899— 1901 — захватнич. война США против Филипиин, при-"
238,left,459,460,0,"АМЕРИКАНО-ФИЛИППИНСКИЕ ДОГОВОРЫ И СОГЛАШЕНИЯ 1946, 1947, 1951",0.822,"‚АМЕРИКАНО-ФИЛИППИНСКИЕ ДОГОоВОРЫ И СОГЛАШЁНИЯ 1946, 1947, 1951. Д оговор 1 946"
238,right,460,461,0,АМЕРИКАНО-ФРАНЦУЗСКИЙ ДоОГОВОР 1778,0.833,АМЕРИКАНО-ФРАНЦУЗСКИЙ ДоОГОВОР 1778-
239,left,461,461,0,АМЕРИКАНО-ФРАНЦУЗСКИЙ ДОГОВОР 1800,0.837,АМЕРИКАНО-ФРАНЦУЗСКИЙ ДОГОВОР 1800-
239,left,461,461,0,АМЕРИКАНО-ЭФИОПСКИЕ ДОГОВОРЫ И СОГЛАШЕНИЯ 1951 и 1953,0.813,‚° АМЕРИКАНО-ЭФИОПСКИЕ ДОГОВОРЫ И СОГ- ЛАШЁНИЯ 1951 и 1953. Соглашение 1 951
239,left,461,463,0,"АМЕРИКАНО-ЯПОНСКИЕ ДОГОВОРЫ_ И СОГЛАШЕНИЯ 1951, 1952, 1953, 1954, 1960",0.816,"АМЕРИКАНО-ЯПОНСКИЕ ДОГОВОРЫ_ И СОоГЛА- ШЁНИЯ 1951, 1952, 1953, 1954, 1960. Д оговор"
240,left,463,463,0,АМЕРИКАНО-ЯПОНСКИЙ ДОГОВОР 1854,0.834,АМЕРИКАНО-ЯПОНСКИЙ ДоОГОоВОР 1854°
240,left,463,464,0,АМЕРИКАНСКАЯ ИНТЕРВЕНЦИЯ В ЛИВАНЕ 1958,0.802,АМЕРИКАНСВКАЯ ИНТЕРВЕНЦИЯ В ЛИВАНЕ 1958 — началась 15 июля высадкой в р-ие Бей- ВОНА за оа аао
240,right,464,464,0,АМЕРИКАНСКАЯ ИНТЕРВЕНЦИЯ НА ДАЛЬНЕМ ВОСТОКЕ 1918—20,0.814,АМЕРИКАНСКАЯ ИНТЕРВЕНЦИЯ НА ДАЛЬ- НЕМ ВОСТОКЕ 1918—20 — см. Иносіппраііііая военная
240,right,464,464,0,АМЕРИКАНСКАЯ ФЕДЕРАЦИЯ ТРУДА,0.833,АМЕРИКАНСКАЯ ФЕДЕРАЦИЯ ТРУДА
240,right,464,465,0,АМЕРИКАНСКАЯ ФЕДЕРАЦИЯ ТРУДА — КОНГРЕСС ПРОИЗВОДСТВЕННЫХ ПРОФСОЮЗОВ,0.829,АМЕРИКАНСКАЯ ФЕДЕРАЦИЯ ТРУДА — КОН- ГРЁСС — ПРОИЗВОДСТВЕННЫХ — ПРОФСОЮЗОВ
241,left,465,465,0,АМЕРИКАНСКИЙ ЛЕГИОН,0.828,АМЕРИКАНСКИЙ ЛЕГИОН _
241,left,465,465,0,АМЕРИКАНСКИЙ ПУТЬ РАЗВИТИЯ КАПИТАЛИЗМА В СЕЛЬСКОМ ХОЗЯЙСТВЕ,0.83,АМЕРИКАНСКИЙ ПУТЬ РАЗВИТИЯ КАПИТА- ЛИЗМА ОВ СЕЛЬСКОМ ХОЗЯЙСТВЕ — см. в ст.
241,left,465,466,0,АМЕРИКАНСКОЕ ОБЩЕСТВО БОРЬБЫ ©С РАБСТ-ВОМ,0.801,° АМЕРИКАНСКОЕ ОБЩЕСТВО БОРЬБЫ ©С РАБСТ- ВОМ (Атег!сап Ап!!-Уауегу бостеку) — амер. аболицио-
241,right,466,467,0,"АМИНОВ, Юхан Фредрик",0.793,"АМИНОВ (Ат!той), Юхан Фредрик"
241,left,465,465,0,АМЕРИКАНСКОЕ КОЛОНИЗАЦИОННОЕ ОБЩЕСТВО,0.798,"АМЕРИКАНСКОЕ КОЛОНИЗАЦИОННОЕ — ОБ- ЩЕСТВО (Атемсап Со!ош!ханоп Зостебу) — основано тъ 1_2‘\'Г|'|'!'РП""!\|!!\ 1""'\""‘)'“[\""; ""'Т\!\Т'П'ПОП""""ПП'!!\П'‚"" т /ъУтт т УУ /У/ / с» Т у / т"
241,right,466,466,0,АМЕРИКАНЦЫ,0.82,АМЕРИКАНЦЫ
242,left,467,467,0,АМИР ХОСРОВ,0.842,"АМИР ХОСРОВ,"
242,left,467,467,0,АМИРАБАДСКАЯ КУЛЬТУРА:,0.807,АМИРАБАДСКАЯ КУЛЬТУРА:
242,left,467,467,0,"АМИРАНАШВИЛИ, Шалва Ясонович",0.81,"АМИРАНАШВИЛИ, Шалва Ясонович"
242,left,467,467,0,АММАН,0.843,АММАН
242,left,467,468,0,АММИАН МАРЦЕЛ,0.839,АММИАН МАРЦЕЛЛИН
242,right,468,468,0,АММОН,0.827,АММОН
242,right,468,468,0,АММОНИТЯНЕ,0.845,АММОНИТЯНЕ
242,right,468,468,0,АМОН,0.85,АМОН
242,right,468,469,0,АМОН-РА -,0.827,АМОН-РА -
242,right,468,468,0,АМОЙ,0.813,АМОЙ
243,left,469,469,0,АМОРИТЫ,0.834,"АМОРИТЫ,"
243,left,469,469,0,АМОС,0.823,АМОС
243,left,469,469,0,АМРАТСКАЯ КУЛЬТУРА,0.828,АМРАТСКАЯ КУЛЬТУРА
243,left,469,470,0,АМРИ,0.835,АМРИ
243,right,470,470,0,АМРИТСАР,0.83,АМРИТСАР
243,right,470,471,0,АМРИТСАРСКАЯ БОЙНЯ,0.832,АМРИТСАРСКАЯ БОИНя
243,left,469,469,0,АМОРЕИ,0.817,АМОРЕИ
244,left,471,472,0,АМСТЕРДАМ,0.829,АМСТЕРДАМ
244,right,472,472,0,АМСТЕРДАМСКИЙ ДоГОВОР 1717,0.827,АМСТЕРДАМСКИЙ ДоГОВОР 1717
244,right,472,474,0,"АМСТЕРДАМСКИЙ ИНТЕРНАЦИОНАЛ ПРОФСО- ЮЗ0В,",0.802,"‚ АМСТЕРДАМСКИЙ ИНТЕРНАЦИОНАЛ ПРОФСО- ЮЗ0В, Международная федерация ж в % !‘\ ъ ^` РЕ #- ч ов ча НЕ р” Кр"
245,left,474,474,0,АМСТЕРДАМСКИЙ КОНГРЕСС 2-го ИНТЕРНА- ЦИОНАЛА (1904),0.804,АМСТЕРДАМСКИЙ КОНГРЕСС 2-го ИНТЕРНА- ЦИОНАЛА (1904) — см. в „ст. Интернационал 2-й.
245,right,474,475,0,АМУ-ДАРЬИНСКАЯ ВОЕННАЯ ФЛОТИЛИЯ -,0.823,АМУ-ДАРЬИНСКАЯ ВОЕННАЯ ФЛОТИЛИЯ -
246,left,475,476,0,АМУРСАНА,0.829,АМУРСАНА
246,right,476,476,0,АМУРСКАЯ ВОЕННАЯ ФЛОТИЛИЯ,0.842,АМУРСКАЯ ВОЁННАЯ ФЛОоТИЛИЯ
246,right,476,477,0,АМУРСКАЯ ЭКСПЕДИЦИЯ,0.837,АМУРСКАЯ ЭКСПЕДИЦИЯ
246,left,475,475,0,АМУ-ДАРЬИНСКИЙ КЛАД,0.811,'АМУ-ДАРЬЙНСКИЙ КЛАД -
246,left,475,475,0,АМУЛИЙ,0.807,"`АМУЛИЙ ,"
246,left,475,475,0,АМУНАТЕГИ,0.813,АМУНАТЕГИ
246,left,475,475,0,АМУРРУ -,0.81,АМУРРУ -
